id	file	GenomeID	Binomial	AccNum	TaxID	PMID	Kingdom	Phylum	Class	Order	Family	Genus	Species	Subrank1	Subrank2
Jejubacter_calystegiae	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/005/671/395/GCF_005671395.1_ASM567139v1/GCF_005671395.1_ASM567139v1_genomic.fna.gz	ASM567139v1	Jejubacter calystegiae	GCF_005671395.1	2579935	NA	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Jejubacter	NA	NA	NA
Klebsiella_aerogenes	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/007/632/255/GCF_007632255.1_ASM763225v1/GCF_007632255.1_ASM763225v1_genomic.fna.gz	ASM763225v1	Klebsiella aerogenes	GCF_007632255.1	548	NA	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Klebsiella	NA	NA	NA
Klebsiella_africana	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/020/526/085/GCF_020526085.1_ASM2052608v1/GCF_020526085.1_ASM2052608v1_genomic.fna.gz	ASM2052608v1	Klebsiella africana	GCF_020526085.1	2489010	NA	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Klebsiella	NA	NA	NA
Klebsiella_huaxiensis	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/261/575/GCF_003261575.2_ASM326157v2/GCF_003261575.2_ASM326157v2_genomic.fna.gz	ASM326157v2	Klebsiella huaxiensis	GCF_003261575.2	2153354	30403586	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Klebsiella	NA	NA	NA
Klebsiella_michiganensis	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/015/139/575/GCF_015139575.1_ASM1513957v1/GCF_015139575.1_ASM1513957v1_genomic.fna.gz	ASM1513957v1	Klebsiella michiganensis	GCF_015139575.1	1134687	NA	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Klebsiella	NA	NA	NA
Klebsiella_oxytoca	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/812/925/GCF_003812925.1_ASM381292v1/GCF_003812925.1_ASM381292v1_genomic.fna.gz	ASM381292v1	Klebsiella oxytoca	GCF_003812925.1	571	NA	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Klebsiella	NA	NA	NA
Klebsiella_pasteurii	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/139/045/GCF_018139045.1_ASM1813904v1/GCF_018139045.1_ASM1813904v1_genomic.fna.gz	ASM1813904v1	Klebsiella pasteurii	GCF_018139045.1	2587529	NA	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Klebsiella	NA	NA	NA
Klebsiella_pneumoniae_subsp._pneumoniae_HS11286	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/240/185/GCF_000240185.1_ASM24018v2/GCF_000240185.1_ASM24018v2_genomic.fna.gz	ASM24018v2	Klebsiella pneumoniae subsp. pneumoniae HS11286	GCF_000240185.1	1125630	22408243	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Klebsiella	Klebsiella pneumoniae	Klebsiella pneumoniae subsp. pneumoniae	NA
Klebsiella_quasipneumoniae	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/016/415/705/GCF_016415705.1_ASM1641570v1/GCF_016415705.1_ASM1641570v1_genomic.fna.gz	ASM1641570v1	Klebsiella quasipneumoniae	GCF_016415705.1	1463165	NA	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Klebsiella	NA	NA	NA
Klebsiella_variicola	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/648/975/GCF_009648975.1_ASM964897v1/GCF_009648975.1_ASM964897v1_genomic.fna.gz	ASM964897v1	Klebsiella variicola	GCF_009648975.1	244366	NA	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Klebsiella	NA	NA	NA
Kluyvera_ascorbata	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/195/735/GCF_023195735.1_ASM2319573v1/GCF_023195735.1_ASM2319573v1_genomic.fna.gz	ASM2319573v1	Kluyvera ascorbata	GCF_023195735.1	51288	NA	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Kluyvera	NA	NA	NA
Kluyvera_intermedia	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/649/915/GCF_009649915.1_ASM964991v1/GCF_009649915.1_ASM964991v1_genomic.fna.gz	ASM964991v1	Kluyvera intermedia	GCF_009649915.1	61648	NA	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Kluyvera	NA	NA	NA
Kosakonia_arachidis	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/363/135/GCF_009363135.1_ASM936313v1/GCF_009363135.1_ASM936313v1_genomic.fna.gz	ASM936313v1	Kosakonia arachidis	GCF_009363135.1	551989	NA	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Kosakonia	NA	NA	NA
Kosakonia_cowanii	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/025/758/125/GCF_025758125.1_ASM2575812v1/GCF_025758125.1_ASM2575812v1_genomic.fna.gz	ASM2575812v1	Kosakonia cowanii	GCF_025758125.1	208223	NA	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Kosakonia	NA	NA	NA
Kosakonia_oryzae	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/658/025/GCF_001658025.2_ASM165802v2/GCF_001658025.2_ASM165802v2_genomic.fna.gz	ASM165802v2	Kosakonia oryzae	GCF_001658025.2	497725	NA	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Kosakonia	NA	NA	NA
Kosakonia_oryzendophytica	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/027/886/705/GCF_027886705.1_ASM2788670v1/GCF_027886705.1_ASM2788670v1_genomic.fna.gz	ASM2788670v1	Kosakonia oryzendophytica	GCF_027886705.1	1005665	NA	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Kosakonia	NA	NA	NA
Kosakonia_pseudosacchari	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/015/167/415/GCF_015167415.1_ASM1516741v1/GCF_015167415.1_ASM1516741v1_genomic.fna.gz	ASM1516741v1	Kosakonia pseudosacchari	GCF_015167415.1	1646340	NA	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Kosakonia	NA	NA	NA
Kosakonia_radicincitans	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/008/330/085/GCF_008330085.1_ASM833008v1/GCF_008330085.1_ASM833008v1_genomic.fna.gz	ASM833008v1	Kosakonia radicincitans	GCF_008330085.1	283686	NA	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Kosakonia	NA	NA	NA
Kosakonia_sacchari	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/683/395/GCF_001683395.1_ASM168339v1/GCF_001683395.1_ASM168339v1_genomic.fna.gz	ASM168339v1	Kosakonia sacchari	GCF_001683395.1	1158459	NA	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Kosakonia	NA	NA	NA
Leclercia_adecarboxylata	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/518/835/GCF_001518835.1_ASM151883v1/GCF_001518835.1_ASM151883v1_genomic.fna.gz	ASM151883v1	Leclercia adecarboxylata	GCF_001518835.1	83655	NA	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Leclercia	NA	NA	NA
Leclercia_pneumoniae	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/017/348/915/GCF_017348915.1_ASM1734891v1/GCF_017348915.1_ASM1734891v1_genomic.fna.gz	ASM1734891v1	Leclercia pneumoniae	GCF_017348915.1	2815358	NA	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Leclercia	NA	NA	NA
Phytobacter_diazotrophicus	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/012/923/785/GCF_012923785.1_ASM1292378v1/GCF_012923785.1_ASM1292378v1_genomic.fna.gz	ASM1292378v1	Phytobacter diazotrophicus	GCF_012923785.1	395631	NA	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Phytobacter	NA	NA	NA
Plesiomonas_shigelloides	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/020/991/025/GCF_020991025.1_ASM2099102v1/GCF_020991025.1_ASM2099102v1_genomic.fna.gz	ASM2099102v1	Plesiomonas shigelloides	GCF_020991025.1	703	NA	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Plesiomonas	NA	NA	NA
Pluralibacter_gergoviae	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/019/925/GCF_003019925.1_ASM301992v1/GCF_003019925.1_ASM301992v1_genomic.fna.gz	ASM301992v1	Pluralibacter gergoviae	GCF_003019925.1	61647	NA	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Pluralibacter	NA	NA	NA
Pseudocitrobacter_corydidari	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/021/172/065/GCF_021172065.1_ASM2117206v1/GCF_021172065.1_ASM2117206v1_genomic.fna.gz	ASM2117206v1	Pseudocitrobacter corydidari	GCF_021172065.1	2891570	35997622	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Pseudocitrobacter	NA	NA	NA
Raoultella_electrica	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/006/711/645/GCF_006711645.1_ASM671164v1/GCF_006711645.1_ASM671164v1_genomic.fna.gz	ASM671164v1	Raoultella electrica	GCF_006711645.1	1259973	NA	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Raoultella	NA	NA	NA
Raoultella_planticola	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/022/637/595/GCF_022637595.1_ASM2263759v1/GCF_022637595.1_ASM2263759v1_genomic.fna.gz	ASM2263759v1	Raoultella planticola	GCF_022637595.1	575	NA	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Raoultella	NA	NA	NA
Raoultella_terrigena	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/012/029/655/GCF_012029655.1_ASM1202965v1/GCF_012029655.1_ASM1202965v1_genomic.fna.gz	ASM1202965v1	Raoultella terrigena	GCF_012029655.1	577	NA	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Raoultella	NA	NA	NA
Salmonella_bongori_N268-08	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/439/255/GCF_000439255.1_ASM43925v1/GCF_000439255.1_ASM43925v1_genomic.fna.gz	ASM43925v1	Salmonella bongori N268-08	GCF_000439255.1	1197719	NA	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella	Salmonella bongori	NA	NA
Salmonella_enterica_subsp._enterica_serovar_Typhimurium_str._LT2	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/006/945/GCF_000006945.2_ASM694v2/GCF_000006945.2_ASM694v2_genomic.fna.gz	ASM694v2	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	GCF_000006945.2	99287	11677609	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella	Salmonella enterica	Salmonella enterica subsp. enterica	NA
Scandinavium_goeteborgense	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/935/895/GCF_003935895.2_ASM393589v2/GCF_003935895.2_ASM393589v2_genomic.fna.gz	ASM393589v2	Scandinavium goeteborgense	GCF_003935895.2	1851514	31781055	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Scandinavium	NA	NA	NA
secondary_endosymbiont_of_Ctenarytaina_eucalypti	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/287/335/GCF_000287335.1_ASM28733v1/GCF_000287335.1_ASM28733v1_genomic.fna.gz	ASM28733v1	secondary endosymbiont of Ctenarytaina eucalypti	GCF_000287335.1	1199245	22821013	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	NA	NA	NA	NA
secondary_endosymbiont_of_Heteropsylla_cubana	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/287/355/GCF_000287355.1_ASM28735v1/GCF_000287355.1_ASM28735v1_genomic.fna.gz	ASM28735v1	secondary endosymbiont of Heteropsylla cubana	GCF_000287355.1	134287	22821013	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	NA	NA	NA	NA
secondary_endosymbiont_of_Trabutina_mannipara	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/090/215/GCF_900090215.1_TRABTM/GCF_900090215.1_TRABTM_genomic.fna.gz	TRABTM	secondary endosymbiont of Trabutina mannipara	GCF_900090215.1	1835721	NA	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	NA	NA	NA	NA
Shigella_dysenteriae	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/022/354/085/GCF_022354085.1_ASM2235408v1/GCF_022354085.1_ASM2235408v1_genomic.fna.gz	ASM2235408v1	Shigella dysenteriae	GCF_022354085.1	622	35078531	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Shigella	NA	NA	NA
Shigella_flexneri_2a_str._301	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/006/925/GCF_000006925.2_ASM692v2/GCF_000006925.2_ASM692v2_genomic.fna.gz	ASM692v2	Shigella flexneri 2a str. 301	GCF_000006925.2	198214	12384590	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Shigella	Shigella flexneri	Shigella flexneri 2a	NA
Shigella_sonnei	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/374/815/GCF_013374815.1_ASM1337481v1/GCF_013374815.1_ASM1337481v1_genomic.fna.gz	ASM1337481v1	Shigella sonnei	GCF_013374815.1	624	NA	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Shigella	NA	NA	NA
Shimwellia_blattae_DSM_4481__NBRC_105725	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/262/305/GCF_000262305.1_ASM26230v1/GCF_000262305.1_ASM26230v1_genomic.fna.gz	ASM26230v1	Shimwellia blattae DSM 4481 = NBRC 105725	GCF_000262305.1	630626	22843577	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Shimwellia	Shimwellia blattae	NA	NA
Siccibacter_colletis	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/025/914/095/GCF_025914095.1_ASM2591409v1/GCF_025914095.1_ASM2591409v1_genomic.fna.gz	ASM2591409v1	Siccibacter colletis	GCF_025914095.1	1505757	NA	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Siccibacter	NA	NA	NA
Symbiopectobacterium_purcellii	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/019/797/845/GCF_019797845.1_ASM1979784v1/GCF_019797845.1_ASM1979784v1_genomic.fna.gz	ASM1979784v1	Symbiopectobacterium purcellii	GCF_019797845.1	2871826	NA	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Symbiopectobacterium	NA	NA	NA
